City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Port Augusta,AU,2020-05-23 00:23:19,-32.5,137.77,55.4,100,59,12.75
290,Kununurra,AU,2020-05-23 00:23:19,-15.77,128.73,62.6,63,75,13.87
291,Palmer,US,2020-05-23 00:22:57,42.16,-72.33,72.0,64,26,5.99
292,Kidal,ML,2020-05-23 00:23:19,18.44,1.41,81.18,15,0,12.84
293,Lamar,US,2020-05-23 00:23:19,33.67,-95.58,86.0,62,20,11.41
294,Santa Marta De Tormes,ES,2020-05-23 00:23:19,40.95,-5.63,57.2,76,17,5.82
295,Nantucket,US,2020-05-23 00:20:06,41.28,-70.1,57.0,93,1,12.75
296,Pisco,PE,2020-05-23 00:23:20,-13.7,-76.22,66.99,82,46,8.05
297,Puerto Leguizamo,CO,2020-05-23 00:23:20,-0.19,-74.78,75.63,95,95,2.21
298,Nabire,ID,2020-05-23 00:23:20,-3.37,135.48,82.17,79,100,2.35
299,Darab,IR,2020-05-23 00:23:21,28.75,54.54,74.53,19,0,5.88
300,Mount Gambier,AU,2020-05-23 00:23:21,-37.83,140.77,53.6,100,75,11.41
301,Greensburg,US,2020-05-23 00:19:53,40.3,-79.54,69.8,73,5,3.67
302,Plettenberg Bay,ZA,2020-05-23 00:23:21,-34.05,23.37,57.22,84,0,5.82
303,Barrow,US,2020-05-23 00:23:21,71.29,-156.79,33.8,80,1,17.22
304,Yeppoon,AU,2020-05-23 00:23:21,-23.13,150.73,51.8,93,90,4.7
305,Tessalit,ML,2020-05-23 00:23:22,20.2,1.01,81.09,19,0,13.89
306,Srednekolymsk,RU,2020-05-23 00:23:22,67.45,153.68,35.83,75,100,6.8
307,Mahibadhoo,MV,2020-05-23 00:23:22,3.78,72.97,84.22,77,98,13.6
308,Luderitz,NA,2020-05-23 00:23:22,-26.65,15.16,57.2,82,0,3.36
309,Ilulissat,GL,2020-05-23 00:23:22,69.22,-51.1,53.6,32,20,16.11
310,Panama City,PA,2020-05-23 00:22:22,8.99,-79.52,80.01,88,75,9.17
311,Izhma,RU,2020-05-23 00:21:04,65.01,53.91,37.89,89,100,9.95
312,Batemans Bay,AU,2020-05-23 00:23:23,-35.72,150.18,63.0,55,98,1.99
313,Assiniboia,CA,2020-05-23 00:23:23,49.63,-105.98,64.17,29,72,16.02
314,Nkowakowa,ZA,2020-05-23 00:23:23,-23.89,30.29,46.4,66,0,5.82
315,Ancud,CL,2020-05-23 00:23:24,-41.87,-73.82,50.0,87,75,8.05
316,Caravelas,BR,2020-05-23 00:23:24,-17.71,-39.25,73.92,90,0,4.34
317,Kiama,AU,2020-05-23 00:23:24,-34.68,150.87,62.01,67,64,7.0
318,Nokaneng,BW,2020-05-23 00:23:24,-19.67,22.27,55.0,43,0,5.79
319,Wuwei,CN,2020-05-23 00:23:25,37.93,102.64,55.13,78,99,5.75
320,Bahia Blanca,AR,2020-05-23 00:23:25,-38.72,-62.27,48.34,59,0,4.18
321,Katsuura,JP,2020-05-23 00:23:25,35.13,140.3,66.0,100,75,6.93
322,Siderno,IT,2020-05-23 00:23:26,38.28,16.3,64.99,79,0,7.87
323,Sakhnovshchyna,UA,2020-05-23 00:23:26,49.15,35.87,36.95,93,0,6.6
324,Rye,US,2020-05-23 00:23:27,40.98,-73.68,66.0,81,52,8.12
325,Ulladulla,AU,2020-05-23 00:18:50,-35.35,150.47,59.0,58,90,16.11
326,Leningradskiy,RU,2020-05-23 00:23:28,69.38,178.42,30.31,97,48,4.74
327,Victoria Point,AU,2020-05-23 00:23:28,-27.58,153.3,55.99,63,100,1.99
328,Port Lincoln,AU,2020-05-23 00:23:28,-34.73,135.87,57.58,69,77,15.46
329,Cayenne,GF,2020-05-23 00:23:29,4.93,-52.33,77.0,100,100,2.24
330,Sambava,MG,2020-05-23 00:23:29,-14.27,50.17,74.46,90,99,13.8
331,Coos Bay,US,2020-05-23 00:23:29,43.37,-124.22,59.0,62,20,14.99
332,Kot Samaba,PK,2020-05-23 00:23:29,28.55,70.47,89.4,18,4,6.91
333,Gagnoa,CI,2020-05-23 00:23:30,6.13,-5.94,72.39,98,31,2.77
334,Elizabeth City,US,2020-05-23 00:23:30,36.29,-76.25,77.0,83,1,8.05
335,Gari,RU,2020-05-23 00:23:30,59.43,62.35,47.46,96,81,6.35
336,Kuminskiy,RU,2020-05-23 00:22:04,58.67,66.57,49.51,70,35,8.59
337,Eunice,US,2020-05-23 00:23:30,30.49,-92.42,86.0,66,40,12.75
338,Katherine,AU,2020-05-23 00:23:30,-14.47,132.27,59.0,82,90,17.22
339,Alta Floresta,BR,2020-05-23 00:23:31,-9.88,-56.09,74.34,91,35,3.56
340,Vagur,FO,2020-05-23 00:23:31,61.47,-6.81,48.33,91,100,26.98
341,Tacuati,PY,2020-05-23 00:23:31,-23.45,-56.58,56.93,82,100,8.59
342,Abashiri,JP,2020-05-23 00:23:31,44.02,144.27,55.99,62,75,11.41
343,Kachiry,KZ,2020-05-23 00:23:32,53.07,76.1,58.87,83,82,5.64
344,Tezu,IN,2020-05-23 00:23:32,27.92,96.17,73.74,72,99,0.18
345,Venado Tuerto,AR,2020-05-23 00:23:32,-33.75,-61.97,44.01,80,55,5.01
346,Miri,MY,2020-05-23 00:23:32,4.41,114.01,80.6,88,75,8.05
347,Honningsvag,NO,2020-05-23 00:23:32,70.98,25.97,40.28,86,10,13.51
348,Kahului,US,2020-05-23 00:23:32,20.89,-156.47,87.8,48,20,26.4
349,Ngunguru,NZ,2020-05-23 00:23:33,-35.62,174.5,57.99,77,100,5.01
350,Micheweni,TZ,2020-05-23 00:23:33,-4.97,39.83,77.85,78,6,13.24
351,Luwuk,ID,2020-05-23 00:23:33,-0.95,122.79,83.77,69,73,1.92
352,Neuquen,AR,2020-05-23 00:20:02,-38.95,-68.06,44.6,75,0,9.8
353,Bulungu,CD,2020-05-23 00:23:33,-4.55,18.6,72.75,79,0,0.58
354,Pevek,RU,2020-05-23 00:23:33,69.7,170.31,30.36,96,71,3.36
355,Metu,ET,2020-05-23 00:23:34,8.3,35.58,59.29,98,100,1.72
356,Rovaniemi,FI,2020-05-23 00:23:34,66.5,25.72,41.0,44,0,6.93
357,Pascagoula,US,2020-05-23 00:23:34,30.37,-88.56,82.4,78,20,8.05
358,Pacific Grove,US,2020-05-23 00:23:34,36.62,-121.92,63.0,59,1,11.41
359,Bumba,CD,2020-05-23 00:23:35,2.18,22.47,71.85,95,96,1.97
360,Agadir,MA,2020-05-23 00:23:35,30.42,-9.6,68.0,82,4,5.82
361,Georgiyevskoye,RU,2020-05-23 00:23:35,58.73,45.02,41.27,96,100,6.2
362,Hay River,CA,2020-05-23 00:23:35,60.82,-115.8,42.8,88,75,8.05
363,Dubbo,AU,2020-05-23 00:22:56,-32.25,148.62,51.8,71,75,11.41
364,Kasongo-Lunda,CD,2020-05-23 00:23:35,-6.47,16.82,76.68,64,72,0.22
365,Leeton,AU,2020-05-23 00:23:36,-34.57,146.4,48.2,76,75,5.82
366,Hantsport,CA,2020-05-23 00:23:36,45.07,-64.17,60.01,52,98,3.0
367,Eyl,SO,2020-05-23 00:23:36,7.98,49.82,85.86,65,82,12.3
368,Ust-Kut,RU,2020-05-23 00:23:36,56.79,105.77,62.78,42,15,1.52
369,Blagoyevo,RU,2020-05-23 00:21:05,63.37,47.92,35.87,95,100,11.65
370,Aguada De Pasajeros,CU,2020-05-23 00:23:37,22.39,-80.85,74.52,85,94,7.74
371,San Juan Bautista,PE,2020-05-23 00:23:37,-14.01,-75.74,66.99,82,46,8.05
372,Necochea,AR,2020-05-23 00:19:57,-38.55,-58.74,52.0,77,4,5.99
373,Tasiilaq,GL,2020-05-23 00:23:38,65.61,-37.64,39.2,86,100,2.24
374,Valentin Gomez Farias,MX,2020-05-23 00:23:38,28.22,-106.58,86.22,12,0,19.95
375,Bethel,US,2020-05-23 00:23:38,41.37,-73.41,69.01,68,1,6.93
376,Los Llanos De Aridane,ES,2020-05-23 00:23:38,28.66,-17.92,68.0,77,93,16.11
377,Guerrero Negro,MX,2020-05-23 00:23:38,27.98,-114.06,67.23,64,52,18.5
378,Nayudupeta,IN,2020-05-23 00:23:39,13.9,79.9,85.37,60,3,7.67
379,Lumut,MY,2020-05-23 00:23:39,4.23,100.63,80.01,88,20,2.24
380,Pochutla,MX,2020-05-23 00:23:39,15.74,-96.47,84.2,83,40,9.17
381,Kavieng,PG,2020-05-23 00:23:39,-2.57,150.8,84.34,75,24,6.58
382,Quelimane,MZ,2020-05-23 00:23:39,-17.88,36.89,66.36,86,18,1.97
383,Kelamangalam,IN,2020-05-23 00:23:40,12.6,77.85,71.6,100,40,6.93
384,Uruzgan,AF,2020-05-23 00:23:40,32.83,66.0,61.95,48,16,4.68
385,Yerbogachen,RU,2020-05-23 00:23:40,61.28,108.01,65.93,43,0,5.21
386,Leh,IN,2020-05-23 00:23:40,34.17,77.58,44.15,54,69,3.58
387,Raudeberg,NO,2020-05-23 00:23:40,61.99,5.14,51.01,83,64,16.08
388,Wanlaweyn,SO,2020-05-23 00:23:40,2.62,44.89,75.54,87,99,13.87
389,Bonavista,CA,2020-05-23 00:23:41,48.65,-53.11,36.0,76,75,14.0
390,Bonthe,SL,2020-05-23 00:23:41,7.53,-12.51,79.88,87,7,6.17
391,Benicarlo,ES,2020-05-23 00:23:41,40.42,0.43,62.01,79,50,7.27
392,Chapais,CA,2020-05-23 00:23:41,49.78,-74.85,53.6,20,1,9.17
393,Waitati,NZ,2020-05-23 00:23:41,-45.75,170.57,53.01,79,22,13.0
394,Poum,NC,2020-05-23 00:23:41,-20.23,164.02,75.18,73,90,19.17
395,Naron,ES,2020-05-23 00:23:42,43.52,-8.15,55.4,100,81,3.36
396,La Romana,DO,2020-05-23 00:23:42,18.43,-68.97,80.6,88,40,5.82
397,Maceio,BR,2020-05-23 00:23:31,-9.67,-35.74,75.2,94,4,2.24
398,Santa Maria,BR,2020-05-23 00:23:42,-29.68,-53.81,63.05,94,92,10.69
399,Panaba,MX,2020-05-23 00:23:43,21.28,-88.27,88.63,51,58,13.11
400,La Peca,PE,2020-05-23 00:23:43,-5.61,-78.44,72.43,76,31,3.91
401,Hailar,CN,2020-05-23 00:23:43,49.2,119.7,54.46,66,99,5.79
402,Kalino,RU,2020-05-23 00:21:04,58.25,57.61,39.76,93,0,4.25
403,Avera,US,2020-05-23 00:23:43,33.19,-82.53,84.2,58,1,4.7
404,Voyvozh,RU,2020-05-23 00:19:07,62.89,54.96,44.69,92,95,6.38
405,Talcahuano,CL,2020-05-23 00:23:44,-36.72,-73.12,48.2,81,54,3.36
406,Mwingi,KE,2020-05-23 00:23:44,-0.93,38.06,63.5,89,21,4.18
407,Keta,GH,2020-05-23 00:23:44,5.92,0.99,77.0,94,20,3.36
408,Lazarev,RU,2020-05-23 00:23:44,52.23,141.51,34.38,98,100,2.08
409,Lenine,UA,2020-05-23 00:23:44,45.3,35.78,51.8,66,87,10.25
410,Sibu,MY,2020-05-23 00:23:44,2.3,111.82,77.0,94,75,2.59
411,Nelson Bay,AU,2020-05-23 00:23:45,-32.72,152.15,59.0,66,90,27.51
412,Jodhpur,IN,2020-05-23 00:23:45,26.29,73.03,83.23,52,0,11.74
413,Qasigiannguit,GL,2020-05-23 00:23:45,68.82,-51.19,53.6,32,20,16.11
414,Vangaindrano,MG,2020-05-23 00:23:45,-23.35,47.6,68.47,91,71,5.35
415,Szeged,HU,2020-05-23 00:23:45,46.25,20.15,55.99,48,100,2.75
416,Kuala Perlis,MY,2020-05-23 00:23:46,6.4,100.13,78.8,100,40,3.36
417,Pundaguitan,PH,2020-05-23 00:23:46,6.37,126.17,83.53,74,100,1.81
418,Mackenzie,CA,2020-05-23 00:23:46,55.3,-123.17,51.8,76,90,3.36
419,Odweyne,SO,2020-05-23 00:23:46,9.41,45.06,75.09,64,50,11.99
420,Tianpeng,CN,2020-05-23 00:23:46,30.99,103.94,77.0,1,98,5.14
421,Tabou,CI,2020-05-23 00:23:46,4.42,-7.35,79.77,84,67,7.72
422,Nizhniy Kuranakh,RU,2020-05-23 00:23:47,58.84,125.49,44.67,65,88,6.6
423,Lillooet,CA,2020-05-23 00:23:47,50.69,-121.94,60.8,48,1,16.11
424,Iralaya,HN,2020-05-23 00:23:47,15.0,-83.23,81.45,79,21,8.7
425,Onega,RU,2020-05-23 00:23:47,63.91,38.14,29.73,97,0,4.92
426,Loudi,CN,2020-05-23 00:23:47,27.73,111.99,75.29,73,0,1.61
427,Trinidad,BO,2020-05-23 00:23:48,-14.83,-64.9,75.94,92,92,7.58
428,Saldanha,ZA,2020-05-23 00:23:48,-33.01,17.94,48.2,81,3,2.24
429,Santo Augusto,BR,2020-05-23 00:23:48,-27.85,-53.78,57.2,100,95,17.22
430,Lovozero,RU,2020-05-23 00:23:48,68.0,35.01,33.13,91,0,3.74
431,Kandri,IN,2020-05-23 00:23:48,21.42,79.27,91.4,18,0,6.93
432,Sao Joao Da Barra,BR,2020-05-23 00:23:48,-21.64,-41.05,73.9,87,37,17.43
433,Diego De Almagro,CL,2020-05-23 00:23:49,-26.37,-70.05,51.62,59,83,1.7
434,Mezen,RU,2020-05-23 00:23:49,65.85,44.24,33.15,89,100,9.48
435,Jyvaskyla,FI,2020-05-23 00:23:49,62.24,25.72,36.0,80,1,1.12
436,Bodmin,GB,2020-05-23 00:23:49,50.47,-4.72,51.8,87,45,16.11
437,Naze,JP,2020-05-23 00:23:49,28.37,129.48,75.2,83,75,19.46
438,Okhotsk,RU,2020-05-23 00:23:50,59.38,143.3,45.73,62,20,4.05
439,Makinsk,KZ,2020-05-23 00:23:50,52.63,70.42,53.91,84,62,6.11
440,Nalut,LY,2020-05-23 00:23:50,30.33,10.85,69.42,50,85,20.07
441,Nemuro,JP,2020-05-23 00:23:50,43.32,145.57,46.4,93,75,9.17
442,Charters Towers,AU,2020-05-23 00:23:50,-20.1,146.27,50.23,93,100,12.57
443,Shalakusha,RU,2020-05-23 00:20:05,62.22,40.25,32.49,93,80,6.69
444,Longhua,CN,2020-05-23 00:23:51,23.61,114.19,75.72,80,100,2.19
445,Boali,CF,2020-05-23 00:23:51,4.8,18.13,75.2,100,20,2.24
446,Parkersburg,US,2020-05-23 00:20:18,39.27,-81.56,73.99,53,40,2.17
447,Hurricane,US,2020-05-23 00:21:04,37.18,-113.29,84.2,10,1,31.09
448,Fortuna,US,2020-05-23 00:23:51,40.6,-124.16,60.01,62,20,20.8
449,Yanam,IN,2020-05-23 00:23:52,16.73,82.22,82.51,90,90,1.99
450,Yulara,AU,2020-05-23 00:23:52,-25.24,130.99,51.8,46,0,8.05
451,Mancora,PE,2020-05-23 00:23:52,-4.11,-81.05,72.88,70,20,11.18
452,Gat,IL,2020-05-23 00:23:52,31.61,34.76,71.01,79,19,7.29
453,Gorontalo,ID,2020-05-23 00:23:52,0.54,123.06,82.92,77,26,2.86
454,Sar-E Pul,AF,2020-05-23 00:23:53,35.83,66.17,54.59,41,0,1.3
455,Wajima,JP,2020-05-23 00:23:53,37.4,136.9,62.6,77,75,2.24
456,Dingle,PH,2020-05-23 00:23:53,11.0,122.67,85.03,74,97,6.49
457,Ampanihy,MG,2020-05-23 00:23:53,-24.7,44.75,65.57,82,30,7.16
458,Barda,AZ,2020-05-23 00:23:53,40.37,47.13,69.73,62,0,1.36
459,Qui Nhon,VN,2020-05-23 00:23:54,13.77,109.23,85.37,70,100,3.49
460,Nieuw Amsterdam,SR,2020-05-23 00:23:54,5.88,-55.08,81.0,78,20,9.17
461,Shu,KZ,2020-05-23 00:23:54,43.6,73.76,59.41,58,27,3.33
462,Ixtapa,MX,2020-05-23 00:23:54,20.7,-105.2,80.6,78,20,10.29
463,Staroaleyskoye,RU,2020-05-23 00:23:54,51.01,82.0,56.12,74,58,2.44
464,Kananga,CD,2020-05-23 00:23:55,-5.9,22.42,72.01,74,4,3.06
465,Portland,US,2020-05-23 00:21:02,45.52,-122.68,63.0,48,75,3.36
466,Port-Gentil,GA,2020-05-23 00:23:55,-0.72,8.78,82.4,88,75,8.05
467,Nadym,RU,2020-05-23 00:23:55,65.53,72.52,58.28,60,35,15.99
468,Teeli,RU,2020-05-23 00:23:55,51.03,90.23,56.34,55,100,3.18
469,Santa Rosalia,MX,2020-05-23 00:23:56,27.32,-112.28,83.7,35,53,5.17
470,Balint,RO,2020-05-23 00:23:56,45.81,21.85,43.0,81,63,4.7
471,Tombouctou,ML,2020-05-23 00:23:56,20.0,-3.0,83.62,14,0,13.44
472,Bakchar,RU,2020-05-23 00:23:56,57.02,82.07,54.01,75,74,3.22
473,Ballina,AU,2020-05-23 00:23:56,-28.87,153.57,57.2,62,100,9.17
474,Amahai,ID,2020-05-23 00:23:57,-3.33,128.92,82.45,80,90,2.53
475,Atar,MR,2020-05-23 00:23:57,20.52,-13.05,86.14,13,0,5.79
476,Dhidhdhoo,MV,2020-05-23 00:23:57,6.88,73.1,84.09,77,23,13.94
477,Amparafaravola,MG,2020-05-23 00:23:57,-17.58,48.22,60.37,88,72,6.29
478,Langcangan,PH,2020-05-23 00:23:57,8.48,123.76,82.81,77,100,0.47
479,Chincha Alta,PE,2020-05-23 00:23:57,-13.41,-76.13,66.99,82,59,8.05
480,Vostok,RU,2020-05-23 00:23:58,46.49,135.88,63.1,45,88,1.45
481,Sawtell,AU,2020-05-23 00:23:58,-30.38,153.1,59.0,58,70,8.05
482,Teya,RU,2020-05-23 00:23:58,60.38,92.63,67.05,34,0,1.95
483,Constitucion,CL,2020-05-23 00:23:58,-35.33,-72.42,52.9,52,67,6.73
484,Aktash,RU,2020-05-23 00:23:58,50.3,87.73,37.58,88,100,0.98
485,Vila Franca Do Campo,PT,2020-05-23 00:23:59,37.72,-25.43,60.8,93,75,5.82
486,Tanabe,JP,2020-05-23 00:23:59,33.73,135.37,73.4,69,75,4.7
487,Bontang,ID,2020-05-23 00:23:59,0.13,117.5,77.07,87,93,3.96
488,Cockburn Town,TC,2020-05-23 00:23:59,21.46,-71.14,80.51,83,94,17.07
489,Denizli,TR,2020-05-23 00:23:59,37.84,29.07,39.2,55,2,3.36
490,Olovyannaya,RU,2020-05-23 00:23:59,50.95,115.57,59.16,35,23,9.04
491,Raahe,FI,2020-05-23 00:24:00,64.68,24.48,39.2,64,0,4.7
492,Biak,ID,2020-05-23 00:24:00,-0.91,122.88,82.11,74,73,1.48
493,Malartic,CA,2020-05-23 00:24:00,48.13,-78.13,70.0,26,20,12.75
494,Ormara,PK,2020-05-23 00:24:00,25.21,64.64,82.67,80,0,18.37
495,Aksu,CN,2020-05-23 00:24:00,41.12,80.26,65.32,31,0,4.85
496,Ayr,GB,2020-05-23 00:24:00,55.46,-4.63,51.01,76,75,21.92
497,Verkhoyansk,RU,2020-05-23 00:24:01,67.54,133.38,39.58,67,92,4.81
498,Ajdabiya,LY,2020-05-23 00:24:01,30.76,20.23,63.5,81,50,9.01
499,Lagos,NG,2020-05-23 00:24:01,6.58,3.75,80.6,83,20,3.83
500,Burnie,AU,2020-05-23 00:24:01,-41.07,145.92,52.52,73,8,3.85
501,Kaputa,ZM,2020-05-23 00:24:01,-8.47,29.66,65.14,76,3,2.37
502,Batsfjord,NO,2020-05-23 00:24:02,70.63,29.72,36.61,86,37,9.26
503,Kuching,MY,2020-05-23 00:24:02,1.55,110.33,80.6,94,40,0.85
504,Vila Velha,BR,2020-05-23 00:24:02,-20.33,-40.29,75.2,78,75,12.75
505,Chumikan,RU,2020-05-23 00:24:02,54.72,135.31,46.76,55,1,4.97
506,Svetlogorsk,BY,2020-05-23 00:24:02,52.63,29.73,37.18,96,48,7.56
507,North Bend,US,2020-05-23 00:24:02,43.41,-124.22,59.0,62,20,14.99
508,Pachora,IN,2020-05-23 00:24:03,20.67,75.35,80.24,38,0,4.85
509,Albion,US,2020-05-23 00:19:50,42.24,-84.75,66.2,72,40,3.36
510,Preobrazheniye,RU,2020-05-23 00:24:03,42.9,133.91,48.42,88,100,5.01
511,Herre,NO,2020-05-23 00:24:03,59.1,9.57,51.01,100,79,9.17
512,Dolores,AR,2020-05-23 00:24:03,-36.31,-57.68,49.89,76,81,13.98
513,Tiznit,MA,2020-05-23 00:24:04,29.58,-9.5,81.46,27,0,0.65
514,Haines Junction,CA,2020-05-23 00:24:04,60.75,-137.51,59.76,32,100,10.25
515,Dabola,GN,2020-05-23 00:24:04,10.75,-11.12,78.19,75,9,4.43
516,Springbok,ZA,2020-05-23 00:24:04,-29.66,17.89,52.16,60,0,3.0
517,Iringa,TZ,2020-05-23 00:24:04,-7.77,35.7,57.2,82,5,4.7
518,Stara Vyzhivka,UA,2020-05-23 00:24:04,51.44,24.44,38.77,92,26,6.08
519,Kukushtan,RU,2020-05-23 00:24:05,57.65,56.5,41.0,86,2,8.95
520,Otane,NZ,2020-05-23 00:24:05,-39.88,176.63,57.99,64,0,3.36
521,Roald,NO,2020-05-23 00:24:05,62.58,6.13,55.4,50,67,12.75
522,Rawson,AR,2020-05-23 00:22:47,-43.3,-65.1,54.39,37,18,16.98
523,Te Anau,NZ,2020-05-23 00:24:05,-45.42,167.72,51.17,63,86,1.23
524,Qaqortoq,GL,2020-05-23 00:24:05,60.72,-46.03,51.8,29,100,12.75
525,Cumberland,US,2020-05-23 00:24:06,35.05,-78.87,66.2,88,75,6.93
526,La Palma,US,2020-05-23 00:24:06,33.85,-118.05,73.99,49,1,10.29
527,Kasongo,CD,2020-05-23 00:24:06,-4.45,26.67,69.89,84,26,3.29
528,Lotofaga,WS,2020-05-23 00:24:06,-13.98,-171.86,91.4,70,75,10.29
529,San Carlos De Bariloche,AR,2020-05-23 00:24:06,-41.15,-71.31,35.6,74,43,4.7
530,Bar Harbor,US,2020-05-23 00:24:07,44.39,-68.2,69.8,43,1,10.29
531,Itamarandiba,BR,2020-05-23 00:24:07,-17.86,-42.86,60.49,97,67,2.19
532,Arica,CL,2020-05-23 00:24:03,-18.48,-70.3,62.6,77,34,5.82
533,Bongandanga,CD,2020-05-23 00:24:07,1.5,21.05,71.89,97,83,0.34
534,Riyadh,SA,2020-05-23 00:19:30,24.69,46.72,77.0,22,0,3.36
535,Stokmarknes,NO,2020-05-23 00:24:07,68.56,14.91,50.0,46,70,4.7
536,Halifax,CA,2020-05-23 00:20:25,44.65,-63.57,63.0,36,71,5.01
537,Altena,DE,2020-05-23 00:24:08,51.3,7.67,60.01,92,99,5.84
538,Bouna,CI,2020-05-23 00:24:08,9.27,-3.0,76.57,80,4,5.88
539,Ibra,OM,2020-05-23 00:24:08,22.69,58.53,75.63,84,6,2.35
540,Nicoya,CR,2020-05-23 00:24:08,10.15,-85.45,84.2,74,40,4.7
541,Sioux Lookout,CA,2020-05-23 00:24:08,50.1,-91.92,69.8,56,90,4.7
542,Mchinji,MW,2020-05-23 00:24:09,-13.8,32.88,53.1,90,0,3.02
543,Kumbhraj,IN,2020-05-23 00:24:09,24.37,77.05,81.21,22,0,7.27
544,Shitanjing,CN,2020-05-23 00:24:09,39.23,106.34,55.13,40,51,13.35
545,Brandfort,ZA,2020-05-23 00:24:09,-28.7,26.46,37.4,86,0,5.55
546,Pemagatsel,BT,2020-05-23 00:24:09,27.03,91.43,59.29,100,100,2.15
547,Richards Bay,ZA,2020-05-23 00:24:10,-28.78,32.04,64.72,93,2,4.97
548,Lakes Entrance,AU,2020-05-23 00:24:10,-37.88,147.98,52.0,77,100,1.99
549,Ondjiva,AO,2020-05-23 00:24:10,-17.07,15.73,59.02,44,0,8.5
550,Oranjemund,NA,2020-05-23 00:24:10,-28.55,16.43,56.48,87,0,10.4
551,Mikkeli,FI,2020-05-23 00:24:10,61.69,27.27,37.0,86,0,3.33
552,Pathein,MM,2020-05-23 00:22:38,16.78,94.73,82.13,81,96,3.67
553,Kyshtovka,RU,2020-05-23 00:24:11,56.55,76.63,55.54,68,95,7.4
554,Jalu,LY,2020-05-23 00:24:11,29.03,21.55,72.12,51,34,15.93
555,Bad Kreuznach,DE,2020-05-23 00:24:11,49.83,7.87,64.0,78,100,5.01
556,Yenagoa,NG,2020-05-23 00:24:11,4.92,6.26,77.27,94,100,3.06
557,Belmonte,BR,2020-05-23 00:24:11,-15.86,-38.88,73.4,94,75,2.24
558,Coahuayana,MX,2020-05-23 00:24:12,18.73,-103.68,82.4,54,20,11.41
559,Wanaka,NZ,2020-05-23 00:24:12,-44.7,169.15,51.01,79,97,1.99
560,Mecca,SA,2020-05-23 00:24:12,21.43,39.83,88.84,18,0,4.16
561,Marsaxlokk,MT,2020-05-23 00:24:12,35.84,14.54,66.0,88,0,5.82
562,Sulechow,PL,2020-05-23 00:24:12,52.08,15.63,52.0,40,100,10.16
563,Toamasina,MG,2020-05-23 00:24:12,-18.17,49.38,69.8,94,75,9.17
564,Magdagachi,RU,2020-05-23 00:24:13,53.45,125.8,57.43,46,83,6.35
565,Launceston,AU,2020-05-23 00:24:13,-41.45,147.17,45.0,93,0,9.17
566,Aldan,RU,2020-05-23 00:24:13,58.6,125.39,41.4,69,64,8.28
567,Laguna,US,2020-05-23 00:24:13,38.42,-121.42,80.6,12,1,13.87
568,Matara,LK,2020-05-23 00:24:13,5.95,80.54,79.41,90,48,8.19
569,Hirosaki,JP,2020-05-23 00:24:13,40.59,140.47,55.99,93,75,6.93
570,Seymchan,RU,2020-05-23 00:24:14,62.88,152.43,43.75,57,17,12.88
571,Coffs Harbour,AU,2020-05-23 00:22:56,-30.3,153.13,59.0,58,65,8.05
572,Yangambi,CD,2020-05-23 00:24:14,0.81,24.43,70.32,98,32,0.29
573,Dodola,ET,2020-05-23 00:24:14,6.98,39.18,52.39,90,68,1.16
574,Grand Gaube,MU,2020-05-23 00:24:14,-20.01,57.66,73.0,73,25,10.0
575,Oriximina,BR,2020-05-23 00:24:15,-1.77,-55.87,78.28,91,74,4.03
576,Gamba,GA,2020-05-23 00:24:15,-2.65,10.0,77.54,90,32,1.86
577,Yar-Sale,RU,2020-05-23 00:24:15,66.83,70.83,54.05,65,14,13.56
578,Porirua,NZ,2020-05-23 00:24:15,-41.13,174.85,60.01,73,29,4.0
579,Kudahuvadhoo,MV,2020-05-23 00:24:15,2.67,72.89,83.97,77,100,15.99
